0.0148866,0.702718
0.0458419,0.69719
0.0672779,0.696292
0.0264721,0.699311
0.00756144,0.699769
0.0383523,0.68805
0.0347366,0.686606
0.0958161,0.69044
0.0298295,0.691382
0.0238658,0.694971
0.0094518,0.697913
0.0240186,0.701074
0.00245351,0.702768
0.000258264,0.703064
0.000129132,0.701332
0.117793,0.693236
0.000129132,0.701552
0.000129132,0.701497
0.0113422,0.697364
0.0036157,0.696579
0.011751,0.689332
0.0418388,0.689733
0.0665031,0.690893
0.100852,0.693175
0.026343,0.686305
0.0375693,0.679786
0.0916281,0.678521
0.137031,0.687739
0.0925878,0.694677
0.0233729,0.698539
0.00129132,0.697915
0.000258264,0.687872
0.00555269,0.688005
0.0311209,0.687959
0.032845,0.68282
0.0159499,0.675036
0.0427694,0.667804
0.0804584,0.665834
0.0816399,0.660163
0.0770321,0.65584
0.0675803,0.650676
0.0915643,0.648852
0.0834121,0.645533
0.0687618,0.639109
0.103379,0.640433
0.104797,0.640157
0.0499764,0.639258
0.0222117,0.642182
0.0222117,0.647752
0.000236295,0.648023
0.000236295,0.648023
0.000354442,0.64815
0.000354442,0.64815
0.000236295,0.64813
0.00779773,0.641319
0.0380435,0.636737
0.0475207,0.635352
0.107987,0.637954
0.0973657,0.634676
0.0924587,0.63285
0.099915,0.62993
0.109687,0.624952
0.125519,0.621411
0.120949,0.613997
0.102292,0.606834
0.0996972,0.600998
0.0118343,0.633644
0.129444,0.641443
0.114167,0.647685
0.147569,0.627439
0.0643079,0.659972
0.0724432,0.666062
0.0850981,0.666316
0.128189,0.677145
0.143495,0.679773
0.223743,0.661075
0.175666,0.668137
0.196746,0.673355
0.173788,0.673137
0.188056,0.660337
0.185833,0.66285
0.164167,0.666607
0.156111,0.670558
0.170833,0.673239
0.170833,0.675057
0.187819,0.676347
0.180833,0.682235
0.144043,0.700679
0.182398,0.68475
0.0905612,0.715053
0.0834375,0.717964
0.0416667,0.718207
0.0131715,0.717702
0.0182823,0.716308
0.0578231,0.716009
0.0888158,0.708622
0.0749654,0.708957
0.0664683,0.714103
0.085034,0.715331
0.088125,0.712914
0.0807823,0.714574
0.0763889,0.717392
0.0746875,0.713374
0.0749654,0.711577
0.0926247,0.7184
0.104552,0.718462
0.0905471,0.730596
0.100116,0.737609
0.113233,0.738369
0.119985,0.742293
0.116782,0.740209
0.0985725,0.745296
0.0931713,0.745573
0.0623269,0.752798
0.0364063,0.755943
0.0143698,0.757533
0.0015625,0.757779
0.0272491,0.743802
0.0421007,0.762696
0.154956,0.725963
0.145508,0.740883
0.114583,0.752215
0.0576524,0.753113
0.0738812,0.747497
0.0637755,0.763557
0.110352,0.76393
0.0617676,0.761962
0.0498615,0.760506
0.0561343,0.761672
0.0648438,0.764122
0.0609375,0.769938
0.0769676,0.779919
0.0557479,0.788667
0.0341066,0.789432
0.00450139,0.778557
0.0354688,0.77629
0.0240651,0.772927
0.0406856,0.772941
0.0618075,0.772499
0.0829687,0.776605
0.0799861,0.775365
0.0501701,0.758863
0.0442177,0.744609
0.0544218,0.7382
0.103033,0.734609
0.0716684,0.726268
0.076188,0.717759
0.0733471,0.708306
0.0510072,0.695083
0.0506198,0.683617
0.0606921,0.674382
0.089144,0.66741
0.095805,0.665136
0.0946875,0.662634
0.0979938,0.656225
0.0952932,0.653372
0.122837,0.648332
0.117091,0.64892
0.120675,0.648391
0.113538,0.650039
0.119377,0.648169
0.109429,0.642957
0.100586,0.634242
0.135742,0.630688
0.177778,0.625283
0.170833,0.626685
0.148278,0.623047
0.198342,0.620784
0.179209,0.618663
0.0114796,0.488216
0.0116667,0.480735
0.0138408,0.487058
0.0415225,0.497202
0.0196006,0.486475
0.0319824,0.5084
0.0224609,0.502639
0.0190972,0.502244
0.00944444,0.492686
0.0107422,0.495905
0.0153809,0.498879
0.0219727,0.487025
0.026123,0.487226
0.0144043,0.469098
0.0436288,0.469108
0.0308642,0.449902
0.0426499,0.437895
0.0672832,0.432992
0.112226,0.431936
0.111527,0.460991
0.0815329,0.498291
0.143017,0.458155
0.126435,0.464243
0.127073,0.456698
0.134566,0.458632
0.133849,0.460494
0.133323,0.45914
0.150342,0.449478
0.0938194,0.452768
0.132432,0.448962
0.149747,0.44935
0.178125,0.44763
0.145903,0.446338
0.187917,0.446115
0.159722,0.444542
0.161528,0.435822
0.172361,0.426237
0.180208,0.424269
0.199792,0.423566
0.204861,0.422735
0.183125,0.418296
0.24,0.418341
0.217569,0.416176
0.189722,0.419313
0.179583,0.417015
0.207014,0.41542
0.205905,0.412174
0.215347,0.406109
0.245361,0.401653
0.265991,0.390598
0.267883,0.384917
0.405823,0.385022
0.424133,0.428314
0.283386,0.403977
0.410828,0.396926
0.403564,0.380133
0.693613,0.3408
0.482361,0.364795
0.464539,0.372147
0.599915,0.361611
0.462036,0.385726
0.440308,0.374477
0.409925,0.389749
0.483093,0.381316
0.448296,0.390022
0.348255,0.389817
0.436123,0.378656
0.408575,0.367515
0.422632,0.366492
0.541786,0.360274
0.521248,0.359786
0.531621,0.328965
