0.830074,0.377849
0.811725,0.372897
0.850482,0.376668
0.792099,0.369919
0.766068,0.369755
0.746265,0.364467
0.708126,0.360747
0.708126,0.360747
0.733932,0.360338
0.710729,0.358418
0.733932,0.360338
0.733814,0.360972
0.726843,0.361833
0.726843,0.361833
0.771503,0.364335
0.771503,0.364335
0.771503,0.364335
0.753072,0.365153
0.753072,0.365153
0.754962,0.364086
0.754962,0.364086
0.754962,0.364086
0.754962,0.364086
0.754962,0.364086
0.758979,0.364266
0.758979,0.364266
0.758979,0.364266
0.758979,0.364266
0.758979,0.364266
0.725425,0.358991
0.725425,0.358991
0.725425,0.358991
0.725425,0.358991
0.725425,0.358991
0.769849,0.36415
0.769849,0.36415
0.769849,0.36415
0.769849,0.36415
0.769849,0.36415
0.769849,0.36415
0.778001,0.365009
0.778001,0.365009
0.778001,0.365009
0.778001,0.365009
0.778001,0.365009
0.748937,0.367339
0.752009,0.364646
0.752009,0.364646
0.752009,0.364646
0.752009,0.364646
0.752009,0.364646
0.784735,0.360329
0.775284,0.3637
0.771857,0.36088
0.769022,0.363895
0.769022,0.363895
0.740154,0.363117
0.762169,0.365921
0.762169,0.365921
0.783333,0.36891
0.804106,0.369076
0.791839,0.374566
0.367622,0.355872
0.387397,0.353748
0.381844,0.36213
0.369737,0.3749
0.135633,0.345523
0.231509,0.345526
0.476331,0.346191
0.572,0.345718
0.657544,0.347897
0.251302,0.375053
0.652778,0.378404
0.634645,0.443968
0.622169,0.444209
0.564063,0.452132
0.602816,0.441542
0.607446,0.450769
0.595872,0.447875
0.550131,0.459579
0.602238,0.447759
0.562886,0.443119
0.532871,0.444246
0.532871,0.446928
0.532871,0.444246
0.532871,0.444246
0.345508,0.433269
0.345508,0.431361
0.361304,0.429602
0.361304,0.429602
0.361304,0.429602
0.361304,0.429602
0.585262,0.444915
0.557159,0.445831
0.585262,0.444915
0.585262,0.444915
0.585262,0.444915
0.585262,0.444915
0.63098,0.448296
0.63098,0.448296
0.63098,0.448296
0.63098,0.448296
0.63098,0.448296
0.63098,0.448296
0.540316,0.439397
0.540316,0.439397
0.540316,0.439397
0.540316,0.439397
0.540316,0.439397
0.540316,0.439397
0.605324,0.445617
0.605324,0.445617
0.605324,0.445617
0.605324,0.445617
0.605324,0.445617
0.563465,0.44381
0.563465,0.44381
0.563465,0.44381
0.563465,0.44381
0.563465,0.44381
0.618441,0.446052
0.618441,0.446052
0.590942,0.447012
0.590942,0.447012
0.618441,0.446052
0.618441,0.446052
0.585281,0.448349
0.585281,0.448349
0.585281,0.448349
0.612847,0.447521
0.585281,0.448349
0.612847,0.447521
0.653944,0.445853
0.653944,0.445853
0.655405,0.451756
0.707551,0.448069
0.785444,0.413452
0.811467,0.412633
0.610243,0.40522
0.669749,0.405745
0.682099,0.40637
0.585227,0.404984
0.562925,0.404981
0.529086,0.404729
0.831633,0.404614
0.587154,0.437492
0.516983,0.43975
